new_name;page;qid;id;layout;filter;group;question_dutch;subquestion_dutch;categories_dutch;question_english;subquestion_english;categories_english;ordered;type;nice_name_english
;50.5;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Leerkracht(en) en leerling/ouders communiceerden en wisselden lesmateriaal uit via een‘digitaal leren’ platform (forum, speciale software) op de website van de school;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teacher(s) and pupil/parents communicated and exchanged learning materials via a 'digital learning' platform (forum, special software) on the school's website.;;;bool;
;50.6;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Lesmateriaal moest op school worden opgehaald;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Teaching materials had to be picked up at school;;;bool;
;50.7;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Er was geen communicatie tussen leerkracht(en) en leerling/ouders;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;There was no communication between teacher(s) and pupil/parents;;;bool;
;50.8;v6_bokind;;multi;v0;Learning during School Closures;Hoe gaan school en leerkrachten enerzijds en kinderen en ouders anderzijds met elkaar om en hoe is de communicatie met de school van kind tijdens de periode dat de school gesloten is/was? Denkt u hierbij ook aan het uitwisselen van lesmateriaal. Meerdere antwoorden mogelijk;Een andere manier van communicatie/uitwisseling, namelijk:;;How do schools and teachers on the one hand and children and parents on the other hand interact and what is the communication with the child's school during the period that the school is / was closed? You can also think of exchanging teaching materials. Multiple answers possible;Another way of communication/exchange, namely:;;;bool;
;97.1;eva2h;eva2t1;table;-;Questionnaire Feedback;"NB: Maakt u alstublieft de vragenlijst af totdat u weer bij het beginscherm komt. Pas dan registreert het systeem de vragenlijst als volledig ingevuld. 
Tot slot. Wat vond u van deze vragenlijst:";Vond u het moeilijk om de vragen te beantwoorden?;1= beslist niet,2,3,4,5 = beslist wel;Note: Please complete the questionnaire until you are returned to the home screen. Only then will the system register the questionnaire as completed. Finally. What did you think of this questionnaire?;Did you find it difficult to answer the questions?;"1 = definitely not, 2, 3, 4, 5 = certainly yes
";;Categorical;
;97.2;eva2h;eva2t2;table;-;Questionnaire Feedback;"NB: Maakt u alstublieft de vragenlijst af totdat u weer bij het beginscherm komt. Pas dan registreert het systeem de vragenlijst als volledig ingevuld. 
Tot slot. Wat vond u van deze vragenlijst:";Vond u de vragen duidelijk?;2= beslist niet,2,3,4,5 = beslist wel;Note: Please complete the questionnaire until you are returned to the home screen. Only then will the system register the questionnaire as completed. Finally. What did you think of this questionnaire?;Were the questions clear to you?;"1 = definitely not, 2, 3, 4, 5 = certainly yes
";;Categorical;
;97.3;eva2h;eva2t3;table;-;Questionnaire Feedback;"NB: Maakt u alstublieft de vragenlijst af totdat u weer bij het beginscherm komt. Pas dan registreert het systeem de vragenlijst als volledig ingevuld. 
Tot slot. Wat vond u van deze vragenlijst:";Heeft de vragenlijst u aan het denken gezet?;3= beslist niet,2,3,4,5 = beslist wel;Note: Please complete the questionnaire until you are returned to the home screen. Only then will the system register the questionnaire as completed. Finally. What did you think of this questionnaire?;Did the questionnaire get you thinking?;"1 = definitely not, 2, 3, 4, 5 = certainly yes
";;Categorical;
;97.4;eva2h;eva2t4;table;-;Questionnaire Feedback;"NB: Maakt u alstublieft de vragenlijst af totdat u weer bij het beginscherm komt. Pas dan registreert het systeem de vragenlijst als volledig ingevuld. 
Tot slot. Wat vond u van deze vragenlijst:";Vond u het onderwerp interessant?;4= beslist niet,2,3,4,5 = beslist wel;Note: Please complete the questionnaire until you are returned to the home screen. Only then will the system register the questionnaire as completed. Finally. What did you think of this questionnaire?;Did you find the subject interesting?;"1 = definitely not, 2, 3, 4, 5 = certainly yes
";;Categorical;
;97.5;eva2h;eva2t5;table;-;Questionnaire Feedback;"NB: Maakt u alstublieft de vragenlijst af totdat u weer bij het beginscherm komt. Pas dan registreert het systeem de vragenlijst als volledig ingevuld. 
Tot slot. Wat vond u van deze vragenlijst:";Vond u het plezierig om de vragen in te vullen?;5= beslist niet,2,3,4,5 = beslist wel;Note: Please complete the questionnaire until you are returned to the home screen. Only then will the system register the questionnaire as completed. Finally. What did you think of this questionnaire?;Did you enjoy answering the questions?;"1 = definitely not, 2, 3, 4, 5 = certainly yes
";;Categorical;
;98;opm;;cat;-;Comment;Hebt u nog opmerkingen over deze vragenlijst?;;Ja, Nee;Do you have any comments about the questionnaire?;;"Yes, No
";;Categorical;
